"Plot Title: 10801132"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10801132, SEN S/N: 10801132, LBL: temp)","Bad Battery (LGR S/N: 10801132)","Coupler Attached (LGR S/N: 10801132)","Host Connected (LGR S/N: 10801132)","Stopped (LGR S/N: 10801132)","End Of File (LGR S/N: 10801132)"
1,10/29/2025 10:00:00 AM,27.173,,,,,
2,10/29/2025 10:10:00 AM,24.158,,,,,
3,10/29/2025 10:20:00 AM,23.004,,,,,
4,10/29/2025 10:30:00 AM,23.004,,,,,
5,10/29/2025 10:40:00 AM,15.760,,,,,
6,10/29/2025 10:50:00 AM,15.760,,,,,
7,10/29/2025 11:00:00 AM,16.046,,,,,
8,10/29/2025 11:10:00 AM,16.332,,,,,
9,10/29/2025 11:20:00 AM,16.332,,,,,
10,10/29/2025 11:30:00 AM,12.787,,,,,
11,10/29/2025 11:40:00 AM,8.282,,,,,
12,10/29/2025 11:50:00 AM,5.244,,,,,
13,10/29/2025 12:00:00 PM,4.623,,,,,
14,10/29/2025 12:10:00 PM,4.519,,,,,
15,10/29/2025 12:20:00 PM,7.481,,,,,
16,10/29/2025 12:30:00 PM,10.161,,,,,
17,10/29/2025 12:40:00 PM,11.625,,,,,
18,10/29/2025 12:50:00 PM,16.999,,,,,
19,10/29/2025 01:00:00 PM,23.004,,,,,
20,10/29/2025 01:10:00 PM,22.238,,,,,
21,10/29/2025 01:20:00 PM,21.760,,,,,
22,10/29/2025 01:30:00 PM,21.569,,,,,
23,10/29/2025 01:40:00 PM,21.664,,,,,
24,10/29/2025 01:50:00 PM,21.760,,,,,
25,10/29/2025 02:00:00 PM,21.855,,,,,
26,10/29/2025 02:10:00 PM,21.664,,,,,
27,10/29/2025 02:20:00 PM,21.760,,,,,
28,10/29/2025 02:30:00 PM,21.951,,,,,
29,10/29/2025 02:40:00 PM,22.333,,,,,
30,10/29/2025 02:50:00 PM,22.812,,,,,
31,10/29/2025 03:00:00 PM,23.196,,,,,
32,10/29/2025 03:10:00 PM,23.581,,,,,
33,10/29/2025 03:20:00 PM,23.966,,,,,
34,10/29/2025 03:30:00 PM,24.255,,,,,
35,10/29/2025 03:40:00 PM,24.158,,,,,
36,10/29/2025 03:50:00 PM,23.581,,,,,
37,10/29/2025 04:00:00 PM,22.717,,,,,
38,10/29/2025 04:10:00 PM,22.429,,,,,
39,10/29/2025 04:20:00 PM,22.142,,,,,
40,10/29/2025 04:30:00 PM,21.282,,,,,
41,10/29/2025 04:40:00 PM,17.950,,,,,
42,10/29/2025 04:50:00 PM,18.521,,,,,
43,10/29/2025 05:00:00 PM,14.709,,,,,
44,10/29/2025 05:10:00 PM,13.654,,,,,
45,10/29/2025 05:20:00 PM,13.365,,,,,
46,10/29/2025 05:30:00 PM,13.365,,,,,
47,10/29/2025 05:40:00 PM,13.365,,,,,
48,10/29/2025 05:50:00 PM,13.846,,,,,
49,10/29/2025 06:00:00 PM,14.325,,,,,
50,10/29/2025 06:10:00 PM,14.613,,,,,
51,10/29/2025 06:20:00 PM,14.804,,,,,
52,10/29/2025 06:30:00 PM,15.282,,,,,
53,10/29/2025 06:40:00 PM,15.091,,,,,
54,10/29/2025 06:50:00 PM,15.664,,,,,
55,10/29/2025 07:00:00 PM,16.046,,,,,
56,10/29/2025 07:10:00 PM,16.141,,,,,
57,10/29/2025 07:20:00 PM,16.237,,,,,
58,10/29/2025 07:30:00 PM,16.237,,,,,
59,10/29/2025 07:40:00 PM,16.332,,,,,
60,10/29/2025 07:50:00 PM,16.237,,,,,
61,10/29/2025 08:00:00 PM,16.332,,,,,
62,10/29/2025 08:10:00 PM,16.332,,,,,
63,10/29/2025 08:20:00 PM,16.237,,,,,
64,10/29/2025 08:30:00 PM,16.237,,,,,
65,10/29/2025 08:40:00 PM,16.141,,,,,
66,10/29/2025 08:50:00 PM,16.046,,,,,
67,10/29/2025 09:00:00 PM,15.855,,,,,
68,10/29/2025 09:10:00 PM,15.569,,,,,
69,10/29/2025 09:20:00 PM,14.996,,,,,
70,10/29/2025 09:30:00 PM,13.942,,,,,
71,10/29/2025 09:40:00 PM,13.461,,,,,
72,10/29/2025 09:50:00 PM,12.883,,,,,
