"Plot Title: 10347315"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347315, SEN S/N: 10347315, LBL: temp)","Bad Battery (LGR S/N: 10347315)","Coupler Attached (LGR S/N: 10347315)","Host Connected (LGR S/N: 10347315)","Stopped (LGR S/N: 10347315)","End Of File (LGR S/N: 10347315)"
1,10/29/2025 11:00:00 AM,16.046,,,,,
2,10/29/2025 11:10:00 AM,16.141,,,,,
3,10/29/2025 11:20:00 AM,16.427,,,,,
4,10/29/2025 11:30:00 AM,14.134,,,,,
5,10/29/2025 11:40:00 AM,8.879,,,,,
6,10/29/2025 11:50:00 AM,5.552,,,,,
7,10/29/2025 12:00:00 PM,4.727,,,,,
8,10/29/2025 12:10:00 PM,4.415,,,,,
9,10/29/2025 12:20:00 PM,6.674,,,,,
10,10/29/2025 12:30:00 PM,12.497,,,,,
11,10/29/2025 12:40:00 PM,13.942,,,,,
12,10/29/2025 12:50:00 PM,15.760,,,,,
13,10/29/2025 01:00:00 PM,29.652,,,,,
14,10/29/2025 01:10:00 PM,24.545,,,,,
15,10/29/2025 01:20:00 PM,25.125,,,,,
16,10/29/2025 01:30:00 PM,25.805,,,,,
17,10/29/2025 01:40:00 PM,26.390,,,,,
18,10/29/2025 01:50:00 PM,26.390,,,,,
19,10/29/2025 02:00:00 PM,25.902,,,,,
20,10/29/2025 02:10:00 PM,21.951,,,,,
21,10/29/2025 02:20:00 PM,22.046,,,,,
22,10/29/2025 02:30:00 PM,23.004,,,,,
23,10/29/2025 02:40:00 PM,23.966,,,,,
24,10/29/2025 02:50:00 PM,24.641,,,,,
25,10/29/2025 03:00:00 PM,25.125,,,,,
26,10/29/2025 03:10:00 PM,25.319,,,,,
27,10/29/2025 03:20:00 PM,25.513,,,,,
28,10/29/2025 03:30:00 PM,25.416,,,,,
29,10/29/2025 03:40:00 PM,24.738,,,,,
30,10/29/2025 03:50:00 PM,22.621,,,,,
31,10/29/2025 04:00:00 PM,18.331,,,,,
32,10/29/2025 04:10:00 PM,18.996,,,,,
33,10/29/2025 04:20:00 PM,15.951,,,,,
34,10/29/2025 04:30:00 PM,14.230,,,,,
35,10/29/2025 04:40:00 PM,13.750,,,,,
36,10/29/2025 04:50:00 PM,13.269,,,,,
37,10/29/2025 05:00:00 PM,12.787,,,,,
38,10/29/2025 05:10:00 PM,12.497,,,,,
39,10/29/2025 05:20:00 PM,12.304,,,,,
40,10/29/2025 05:30:00 PM,12.207,,,,,
41,10/29/2025 05:40:00 PM,12.207,,,,,
42,10/29/2025 05:50:00 PM,12.401,,,,,
43,10/29/2025 06:00:00 PM,12.980,,,,,
44,10/29/2025 06:10:00 PM,12.980,,,,,
45,10/29/2025 06:20:00 PM,13.558,,,,,
46,10/29/2025 06:30:00 PM,13.846,,,,,
47,10/29/2025 06:40:00 PM,13.654,,,,,
48,10/29/2025 06:50:00 PM,13.654,,,,,
49,10/29/2025 07:00:00 PM,13.654,,,,,
50,10/29/2025 07:10:00 PM,13.846,,,,,
51,10/29/2025 07:20:00 PM,14.038,,,,,
52,10/29/2025 07:30:00 PM,14.134,,,,,
53,10/29/2025 07:40:00 PM,14.230,,,,,
54,10/29/2025 07:50:00 PM,14.038,,,,,
55,10/29/2025 08:00:00 PM,13.846,,,,,
56,10/29/2025 08:10:00 PM,13.750,,,,,
57,10/29/2025 08:20:00 PM,13.750,,,,,
58,10/29/2025 08:30:00 PM,13.846,,,,,
59,10/29/2025 08:40:00 PM,13.654,,,,,
60,10/29/2025 08:50:00 PM,13.654,,,,,
