"Plot Title: 10350038"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350038, SEN S/N: 10350038, LBL: temp)","Bad Battery (LGR S/N: 10350038)","Host Connected (LGR S/N: 10350038)","Coupler Attached (LGR S/N: 10350038)","Stopped (LGR S/N: 10350038)","End Of File (LGR S/N: 10350038)"
1,10/29/2025 11:00:00 AM,16.141,,,,,
2,10/29/2025 11:10:00 AM,16.141,,,,,
3,10/29/2025 11:20:00 AM,16.523,,,,,
4,10/29/2025 11:30:00 AM,14.230,,,,,
5,10/29/2025 11:40:00 AM,8.182,,,,,
6,10/29/2025 11:50:00 AM,5.655,,,,,
7,10/29/2025 12:00:00 PM,4.519,,,,,
8,10/29/2025 12:10:00 PM,4.519,,,,,
9,10/29/2025 12:20:00 PM,7.782,,,,,
10,10/29/2025 12:30:00 PM,13.461,,,,,
11,10/29/2025 12:40:00 PM,14.709,,,,,
12,10/29/2025 12:50:00 PM,15.951,,,,,
13,10/29/2025 01:00:00 PM,25.902,,,,,
14,10/29/2025 01:10:00 PM,22.717,,,,,
15,10/29/2025 01:20:00 PM,24.738,,,,,
16,10/29/2025 01:30:00 PM,27.272,,,,,
17,10/29/2025 01:40:00 PM,29.152,,,,,
18,10/29/2025 01:50:00 PM,30.054,,,,,
19,10/29/2025 02:00:00 PM,30.659,,,,,
20,10/29/2025 02:10:00 PM,26.000,,,,,
21,10/29/2025 02:20:00 PM,24.062,,,,,
22,10/29/2025 02:30:00 PM,23.196,,,,,
23,10/29/2025 02:40:00 PM,22.812,,,,,
24,10/29/2025 02:50:00 PM,22.621,,,,,
25,10/29/2025 03:00:00 PM,22.525,,,,,
26,10/29/2025 03:10:00 PM,22.429,,,,,
27,10/29/2025 03:20:00 PM,22.333,,,,,
28,10/29/2025 03:30:00 PM,22.333,,,,,
29,10/29/2025 03:40:00 PM,22.238,,,,,
30,10/29/2025 03:50:00 PM,19.758,,,,,
31,10/29/2025 04:00:00 PM,16.237,,,,,
32,10/29/2025 04:10:00 PM,19.377,,,,,
33,10/29/2025 04:20:00 PM,18.616,,,,,
34,10/29/2025 04:30:00 PM,18.426,,,,,
35,10/29/2025 04:40:00 PM,15.473,,,,,
36,10/29/2025 04:50:00 PM,14.325,,,,,
37,10/29/2025 05:00:00 PM,14.038,,,,,
38,10/29/2025 05:10:00 PM,14.134,,,,,
39,10/29/2025 05:20:00 PM,14.134,,,,,
40,10/29/2025 05:30:00 PM,14.325,,,,,
41,10/29/2025 05:40:00 PM,14.517,,,,,
42,10/29/2025 05:50:00 PM,14.709,,,,,
43,10/29/2025 06:00:00 PM,14.613,,,,,
44,10/29/2025 06:10:00 PM,14.709,,,,,
45,10/29/2025 06:20:00 PM,15.091,,,,,
46,10/29/2025 06:30:00 PM,15.091,,,,,
47,10/29/2025 06:40:00 PM,15.187,,,,,
48,10/29/2025 06:50:00 PM,15.187,,,,,
49,10/29/2025 07:00:00 PM,15.187,,,,,
50,10/29/2025 07:10:00 PM,15.378,,,,,
51,10/29/2025 07:20:00 PM,15.473,,,,,
52,10/29/2025 07:30:00 PM,15.473,,,,,
53,10/29/2025 07:40:00 PM,15.282,,,,,
54,10/29/2025 07:50:00 PM,15.091,,,,,
55,10/29/2025 08:00:00 PM,15.091,,,,,
56,10/29/2025 08:10:00 PM,14.996,,,,,
57,10/29/2025 08:20:00 PM,14.996,,,,,
58,10/29/2025 08:30:00 PM,14.900,,,,,
59,10/29/2025 08:40:00 PM,14.804,,,,,
60,10/29/2025 08:50:00 PM,14.804,,,,,
61,10/29/2025 09:00:00 PM,14.900,,,,,
62,10/29/2025 09:10:00 PM,14.996,,,,,
63,10/29/2025 09:20:00 PM,14.325,,,,,
64,10/29/2025 09:30:00 PM,13.365,,,,,
65,10/29/2025 09:40:00 PM,12.980,,,,,
66,10/29/2025 09:50:00 PM,12.304,,,,,
67,10/29/2025 10:00:00 PM,11.722,,,,,
68,10/29/2025 10:10:00 PM,11.722,,,,,
69,10/29/2025 10:20:00 PM,11.334,,,,,
70,10/29/2025 10:30:00 PM,10.944,,,,,
71,10/29/2025 10:40:00 PM,10.748,,,,,
