"Plot Title: 10760732"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760732, SEN S/N: 10760732, LBL: temp)","Coupler Detached (LGR S/N: 10760732)","Bad Battery (LGR S/N: 10760732)","Coupler Attached (LGR S/N: 10760732)","Host Connected (LGR S/N: 10760732)","Stopped (LGR S/N: 10760732)","End Of File (LGR S/N: 10760732)"
1,10/29/2025 10:27:09 AM,27.468,,,,,,
2,10/29/2025 10:27:18 AM,,Logged,,,,,
3,10/29/2025 10:37:09 AM,16.332,,,,,,
4,10/29/2025 10:47:09 AM,15.569,,,,,,
5,10/29/2025 10:57:09 AM,16.141,,,,,,
6,10/29/2025 11:07:09 AM,16.141,,,,,,
7,10/29/2025 11:17:09 AM,16.427,,,,,,
8,10/29/2025 11:27:09 AM,14.804,,,,,,
9,10/29/2025 11:37:09 AM,8.879,,,,,,
10,10/29/2025 11:47:09 AM,6.471,,,,,,
11,10/29/2025 11:57:09 AM,5.141,,,,,,
12,10/29/2025 12:07:09 PM,5.244,,,,,,
13,10/29/2025 12:17:09 PM,6.064,,,,,,
14,10/29/2025 12:27:09 PM,10.259,,,,,,
15,10/29/2025 12:37:09 PM,12.207,,,,,,
16,10/29/2025 12:47:09 PM,13.558,,,,,,
17,10/29/2025 12:57:09 PM,19.282,,,,,,
18,10/29/2025 01:07:09 PM,20.901,,,,,,
19,10/29/2025 01:17:09 PM,21.569,,,,,,
20,10/29/2025 01:27:09 PM,21.760,,,,,,
21,10/29/2025 01:37:09 PM,21.855,,,,,,
22,10/29/2025 01:47:09 PM,22.142,,,,,,
23,10/29/2025 01:57:09 PM,22.142,,,,,,
24,10/29/2025 02:07:09 PM,22.046,,,,,,
25,10/29/2025 02:17:09 PM,22.238,,,,,,
26,10/29/2025 02:27:09 PM,22.525,,,,,,
27,10/29/2025 02:37:09 PM,22.908,,,,,,
28,10/29/2025 02:47:09 PM,23.196,,,,,,
29,10/29/2025 02:57:09 PM,23.484,,,,,,
30,10/29/2025 03:07:09 PM,23.677,,,,,,
31,10/29/2025 03:17:09 PM,23.869,,,,,,
32,10/29/2025 03:27:09 PM,24.062,,,,,,
33,10/29/2025 03:37:09 PM,24.158,,,,,,
34,10/29/2025 03:47:09 PM,24.158,,,,,,
35,10/29/2025 03:57:09 PM,20.996,,,,,,
36,10/29/2025 04:07:09 PM,16.427,,,,,,
37,10/29/2025 04:17:09 PM,15.282,,,,,,
38,10/29/2025 04:27:09 PM,14.900,,,,,,
39,10/29/2025 04:37:09 PM,14.517,,,,,,
40,10/29/2025 04:47:09 PM,14.230,,,,,,
41,10/29/2025 04:57:09 PM,14.038,,,,,,
42,10/29/2025 05:07:09 PM,14.134,,,,,,
43,10/29/2025 05:17:09 PM,14.230,,,,,,
44,10/29/2025 05:27:09 PM,14.421,,,,,,
45,10/29/2025 05:37:09 PM,14.613,,,,,,
46,10/29/2025 05:47:09 PM,14.900,,,,,,
47,10/29/2025 05:57:09 PM,15.187,,,,,,
48,10/29/2025 06:07:09 PM,15.187,,,,,,
49,10/29/2025 06:17:09 PM,15.378,,,,,,
50,10/29/2025 06:27:09 PM,15.569,,,,,,
51,10/29/2025 06:37:09 PM,15.760,,,,,,
52,10/29/2025 06:47:09 PM,15.951,,,,,,
53,10/29/2025 06:57:09 PM,15.951,,,,,,
54,10/29/2025 07:07:09 PM,15.760,,,,,,
55,10/29/2025 07:17:09 PM,15.855,,,,,,
56,10/29/2025 07:27:09 PM,15.855,,,,,,
57,10/29/2025 07:37:09 PM,15.664,,,,,,
58,10/29/2025 07:47:09 PM,15.664,,,,,,
59,10/29/2025 07:57:09 PM,15.569,,,,,,
60,10/29/2025 08:07:09 PM,15.473,,,,,,
61,10/29/2025 08:17:09 PM,15.569,,,,,,
62,10/29/2025 08:27:09 PM,15.473,,,,,,
