"Plot Title: 10347319"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347319, SEN S/N: 10347319, LBL: temp)","Coupler Detached (LGR S/N: 10347319)","Bad Battery (LGR S/N: 10347319)","Coupler Attached (LGR S/N: 10347319)","Host Connected (LGR S/N: 10347319)","Stopped (LGR S/N: 10347319)","End Of File (LGR S/N: 10347319)"
1,10/29/2025 10:25:32 AM,25.416,,,,,,
2,10/29/2025 10:25:40 AM,,Logged,,,,,
3,10/29/2025 10:35:32 AM,22.046,,,,,,
4,10/29/2025 10:45:32 AM,15.569,,,,,,
5,10/29/2025 10:55:32 AM,15.855,,,,,,
6,10/29/2025 11:05:32 AM,16.141,,,,,,
7,10/29/2025 11:15:32 AM,16.427,,,,,,
8,10/29/2025 11:25:32 AM,16.332,,,,,,
9,10/29/2025 11:35:32 AM,10.357,,,,,,
10,10/29/2025 11:45:32 AM,6.674,,,,,,
11,10/29/2025 11:55:32 AM,4.831,,,,,,
12,10/29/2025 12:05:32 PM,4.727,,,,,,
13,10/29/2025 12:15:32 PM,3.893,,,,,,
14,10/29/2025 12:25:32 PM,9.965,,,,,,
15,10/29/2025 12:35:32 PM,11.819,,,,,,
16,10/29/2025 12:45:32 PM,12.690,,,,,,
17,10/29/2025 12:55:32 PM,20.424,,,,,,
18,10/29/2025 01:05:32 PM,22.429,,,,,,
19,10/29/2025 01:15:32 PM,21.855,,,,,,
20,10/29/2025 01:25:32 PM,23.773,,,,,,
21,10/29/2025 01:35:32 PM,25.513,,,,,,
22,10/29/2025 01:45:32 PM,26.977,,,,,,
23,10/29/2025 01:55:32 PM,30.558,,,,,,
24,10/29/2025 02:05:32 PM,27.665,,,,,,
25,10/29/2025 02:15:32 PM,23.581,,,,,,
26,10/29/2025 02:25:32 PM,22.142,,,,,,
27,10/29/2025 02:35:32 PM,21.282,,,,,,
28,10/29/2025 02:45:32 PM,20.424,,,,,,
29,10/29/2025 02:55:32 PM,18.711,,,,,,
30,10/29/2025 03:05:32 PM,17.570,,,,,,
31,10/29/2025 03:15:32 PM,18.140,,,,,,
32,10/29/2025 03:25:32 PM,18.901,,,,,,
33,10/29/2025 03:35:32 PM,20.234,,,,,,
34,10/29/2025 03:45:32 PM,20.043,,,,,,
35,10/29/2025 03:55:32 PM,22.238,,,,,,
36,10/29/2025 04:05:32 PM,21.187,,,,,,
37,10/29/2025 04:15:32 PM,19.377,,,,,,
38,10/29/2025 04:25:32 PM,18.140,,,,,,
39,10/29/2025 04:35:32 PM,14.996,,,,,,
40,10/29/2025 04:45:32 PM,14.038,,,,,,
41,10/29/2025 04:55:32 PM,13.750,,,,,,
42,10/29/2025 05:05:32 PM,13.750,,,,,,
43,10/29/2025 05:15:32 PM,13.750,,,,,,
44,10/29/2025 05:25:32 PM,13.846,,,,,,
45,10/29/2025 05:35:32 PM,14.134,,,,,,
46,10/29/2025 05:45:32 PM,14.421,,,,,,
47,10/29/2025 05:55:32 PM,14.613,,,,,,
48,10/29/2025 06:05:32 PM,14.613,,,,,,
49,10/29/2025 06:15:32 PM,14.709,,,,,,
50,10/29/2025 06:25:32 PM,14.996,,,,,,
51,10/29/2025 06:35:32 PM,14.996,,,,,,
52,10/29/2025 06:45:32 PM,14.900,,,,,,
53,10/29/2025 06:55:32 PM,14.900,,,,,,
54,10/29/2025 07:05:32 PM,14.996,,,,,,
55,10/29/2025 07:15:32 PM,14.996,,,,,,
56,10/29/2025 07:25:32 PM,14.996,,,,,,
57,10/29/2025 07:35:32 PM,14.996,,,,,,
58,10/29/2025 07:45:32 PM,15.091,,,,,,
59,10/29/2025 07:55:32 PM,14.900,,,,,,
