"Plot Title: 10350060"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350060, SEN S/N: 10350060, LBL: temp)","Coupler Detached (LGR S/N: 10350060)","Bad Battery (LGR S/N: 10350060)","Coupler Attached (LGR S/N: 10350060)","Host Connected (LGR S/N: 10350060)","Stopped (LGR S/N: 10350060)","End Of File (LGR S/N: 10350060)"
1,10/29/2025 10:30:57 AM,25.902,,,,,,
2,10/29/2025 10:31:06 AM,,Logged,,,,,
3,10/29/2025 10:40:57 AM,16.046,,,,,,
4,10/29/2025 10:50:57 AM,15.569,,,,,,
5,10/29/2025 11:00:57 AM,16.237,,,,,,
6,10/29/2025 11:10:57 AM,16.237,,,,,,
7,10/29/2025 11:20:57 AM,16.332,,,,,,
8,10/29/2025 11:30:57 AM,13.076,,,,,,
9,10/29/2025 11:40:57 AM,8.680,,,,,,
10,10/29/2025 11:50:57 AM,5.757,,,,,,
11,10/29/2025 12:00:57 PM,4.415,,,,,,
12,10/29/2025 12:10:57 PM,3.998,,,,,,
13,10/29/2025 12:20:57 PM,7.381,,,,,,
14,10/29/2025 12:30:57 PM,10.357,,,,,,
15,10/29/2025 12:40:57 PM,11.819,,,,,,
16,10/29/2025 12:50:57 PM,15.473,,,,,,
17,10/29/2025 01:00:57 PM,28.655,,,,,,
18,10/29/2025 01:10:57 PM,28.357,,,,,,
19,10/29/2025 01:20:57 PM,24.835,,,,,,
20,10/29/2025 01:30:57 PM,23.388,,,,,,
21,10/29/2025 01:40:57 PM,24.738,,,,,,
22,10/29/2025 01:50:57 PM,25.610,,,,,,
23,10/29/2025 02:00:57 PM,25.416,,,,,,
24,10/29/2025 02:10:57 PM,22.429,,,,,,
25,10/29/2025 02:20:57 PM,21.282,,,,,,
26,10/29/2025 02:30:57 PM,21.378,,,,,,
27,10/29/2025 02:40:57 PM,20.805,,,,,,
28,10/29/2025 02:50:57 PM,20.138,,,,,,
29,10/29/2025 03:00:57 PM,19.187,,,,,,
30,10/29/2025 03:10:57 PM,19.948,,,,,,
31,10/29/2025 03:20:57 PM,20.424,,,,,,
32,10/29/2025 03:30:57 PM,20.043,,,,,,
33,10/29/2025 03:40:57 PM,19.187,,,,,,
34,10/29/2025 03:50:57 PM,19.092,,,,,,
35,10/29/2025 04:00:57 PM,19.948,,,,,,
36,10/29/2025 04:10:57 PM,21.855,,,,,,
37,10/29/2025 04:20:57 PM,20.996,,,,,,
38,10/29/2025 04:30:57 PM,18.616,,,,,,
39,10/29/2025 04:40:57 PM,16.332,,,,,,
40,10/29/2025 04:50:57 PM,16.332,,,,,,
41,10/29/2025 05:00:57 PM,16.427,,,,,,
42,10/29/2025 05:10:57 PM,16.046,,,,,,
43,10/29/2025 05:20:57 PM,16.141,,,,,,
44,10/29/2025 05:30:57 PM,16.237,,,,,,
45,10/29/2025 05:40:57 PM,16.332,,,,,,
46,10/29/2025 05:50:57 PM,16.618,,,,,,
47,10/29/2025 06:00:57 PM,16.713,,,,,,
48,10/29/2025 06:10:57 PM,16.523,,,,,,
49,10/29/2025 06:20:57 PM,16.713,,,,,,
50,10/29/2025 06:30:57 PM,16.903,,,,,,
51,10/29/2025 06:40:57 PM,16.808,,,,,,
52,10/29/2025 06:50:57 PM,16.903,,,,,,
53,10/29/2025 07:00:57 PM,16.903,,,,,,
54,10/29/2025 07:10:57 PM,16.903,,,,,,
55,10/29/2025 07:20:57 PM,16.903,,,,,,
56,10/29/2025 07:30:57 PM,16.808,,,,,,
57,10/29/2025 07:40:57 PM,16.999,,,,,,
58,10/29/2025 07:50:57 PM,16.808,,,,,,
59,10/29/2025 08:00:57 PM,16.713,,,,,,
60,10/29/2025 08:10:57 PM,16.713,,,,,,
61,10/29/2025 08:20:57 PM,16.713,,,,,,
62,10/29/2025 08:30:57 PM,16.523,,,,,,
63,10/29/2025 08:40:57 PM,16.427,,,,,,
64,10/29/2025 08:50:57 PM,16.427,,,,,,
65,10/29/2025 09:00:57 PM,16.332,,,,,,
66,10/29/2025 09:10:57 PM,16.141,,,,,,
67,10/29/2025 09:20:57 PM,15.569,,,,,,
68,10/29/2025 09:30:57 PM,14.709,,,,,,
69,10/29/2025 09:40:57 PM,14.325,,,,,,
70,10/29/2025 09:50:57 PM,13.558,,,,,,
71,10/29/2025 10:00:57 PM,13.269,,,,,,
72,10/29/2025 10:10:57 PM,12.883,,,,,,
73,10/29/2025 10:20:57 PM,12.497,,,,,,
74,10/29/2025 10:30:57 PM,12.110,,,,,,
75,10/29/2025 10:40:57 PM,11.916,,,,,,
76,10/29/2025 10:50:57 PM,11.722,,,,,,
77,10/29/2025 11:00:57 PM,11.431,,,,,,
78,10/29/2025 11:10:57 PM,11.334,,,,,,
79,10/29/2025 11:20:57 PM,11.431,,,,,,
80,10/29/2025 11:30:57 PM,11.334,,,,,,
81,10/29/2025 11:40:57 PM,11.431,,,,,,
82,10/29/2025 11:50:57 PM,11.528,,,,,,
83,10/30/2025 12:00:57 AM,11.722,,,,,,
84,10/30/2025 12:10:57 AM,12.013,,,,,,
85,10/30/2025 12:20:57 AM,12.110,,,,,,
86,10/30/2025 12:30:57 AM,12.110,,,,,,
87,10/30/2025 12:40:57 AM,11.819,,,,,,
88,10/30/2025 12:50:57 AM,11.625,,,,,,
89,10/30/2025 01:00:57 AM,11.722,,,,,,
90,10/30/2025 01:10:57 AM,11.819,,,,,,
91,10/30/2025 01:20:57 AM,11.916,,,,,,
92,10/30/2025 01:30:57 AM,11.819,,,,,,
93,10/30/2025 01:40:57 AM,11.916,,,,,,
94,10/30/2025 01:50:57 AM,12.207,,,,,,
95,10/30/2025 02:00:57 AM,12.401,,,,,,
96,10/30/2025 02:10:57 AM,12.690,,,,,,
97,10/30/2025 02:20:57 AM,12.980,,,,,,
98,10/30/2025 02:30:57 AM,13.269,,,,,,
99,10/30/2025 02:40:57 AM,13.076,,,,,,
100,10/30/2025 02:50:57 AM,12.980,,,,,,
101,10/30/2025 03:00:57 AM,12.980,,,,,,
102,10/30/2025 03:10:57 AM,12.980,,,,,,
103,10/30/2025 03:20:57 AM,12.497,,,,,,
104,10/30/2025 03:30:57 AM,12.401,,,,,,
105,10/30/2025 03:40:57 AM,12.304,,,,,,
106,10/30/2025 03:50:57 AM,12.304,,,,,,
107,10/30/2025 04:00:57 AM,12.207,,,,,,
108,10/30/2025 04:10:57 AM,12.207,,,,,,
109,10/30/2025 04:20:57 AM,12.207,,,,,,
110,10/30/2025 04:30:57 AM,12.110,,,,,,
111,10/30/2025 04:40:57 AM,11.916,,,,,,
112,10/30/2025 04:50:57 AM,11.722,,,,,,
113,10/30/2025 05:00:57 AM,11.625,,,,,,
114,10/30/2025 05:10:57 AM,11.528,,,,,,
115,10/30/2025 05:20:57 AM,11.334,,,,,,
116,10/30/2025 05:30:57 AM,11.041,,,,,,
117,10/30/2025 05:40:57 AM,10.846,,,,,,
118,10/30/2025 05:50:57 AM,10.553,,,,,,
119,10/30/2025 06:00:57 AM,10.357,,,,,,
120,10/30/2025 06:10:57 AM,10.161,,,,,,
121,10/30/2025 06:20:57 AM,10.063,,,,,,
122,10/30/2025 06:30:57 AM,10.063,,,,,,
123,10/30/2025 06:40:57 AM,10.063,,,,,,
124,10/30/2025 06:50:57 AM,10.063,,,,,,
