"Plot Title: 10347325"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347325, SEN S/N: 10347325, LBL: temp)","Bad Battery (LGR S/N: 10347325)","Coupler Attached (LGR S/N: 10347325)","Host Connected (LGR S/N: 10347325)","Stopped (LGR S/N: 10347325)","End Of File (LGR S/N: 10347325)"
1,10/29/2025 11:00:00 AM,16.046,,,,,
2,10/29/2025 11:10:00 AM,16.141,,,,,
3,10/29/2025 11:20:00 AM,16.427,,,,,
4,10/29/2025 11:30:00 AM,13.076,,,,,
5,10/29/2025 11:40:00 AM,8.779,,,,,
6,10/29/2025 11:50:00 AM,5.037,,,,,
7,10/29/2025 12:00:00 PM,4.519,,,,,
8,10/29/2025 12:10:00 PM,4.207,,,,,
9,10/29/2025 12:20:00 PM,6.775,,,,,
10,10/29/2025 12:30:00 PM,10.846,,,,,
11,10/29/2025 12:40:00 PM,12.304,,,,,
12,10/29/2025 12:50:00 PM,15.951,,,,,
13,10/29/2025 01:00:00 PM,23.196,,,,,
14,10/29/2025 01:10:00 PM,21.569,,,,,
15,10/29/2025 01:20:00 PM,20.424,,,,,
16,10/29/2025 01:30:00 PM,20.329,,,,,
17,10/29/2025 01:40:00 PM,20.615,,,,,
18,10/29/2025 01:50:00 PM,20.901,,,,,
19,10/29/2025 02:00:00 PM,21.091,,,,,
20,10/29/2025 02:10:00 PM,20.710,,,,,
21,10/29/2025 02:20:00 PM,20.710,,,,,
22,10/29/2025 02:30:00 PM,20.901,,,,,
23,10/29/2025 02:40:00 PM,21.187,,,,,
24,10/29/2025 02:50:00 PM,21.473,,,,,
25,10/29/2025 03:00:00 PM,21.664,,,,,
26,10/29/2025 03:10:00 PM,21.855,,,,,
27,10/29/2025 03:20:00 PM,21.951,,,,,
28,10/29/2025 03:30:00 PM,22.142,,,,,
29,10/29/2025 03:40:00 PM,22.142,,,,,
30,10/29/2025 03:50:00 PM,21.760,,,,,
31,10/29/2025 04:00:00 PM,19.948,,,,,
32,10/29/2025 04:10:00 PM,21.378,,,,,
33,10/29/2025 04:20:00 PM,16.808,,,,,
34,10/29/2025 04:30:00 PM,19.662,,,,,
35,10/29/2025 04:40:00 PM,18.331,,,,,
36,10/29/2025 04:50:00 PM,18.996,,,,,
37,10/29/2025 05:00:00 PM,18.996,,,,,
38,10/29/2025 05:10:00 PM,20.805,,,,,
39,10/29/2025 05:20:00 PM,17.189,,,,,
40,10/29/2025 05:30:00 PM,13.654,,,,,
41,10/29/2025 05:40:00 PM,12.207,,,,,
42,10/29/2025 05:50:00 PM,11.722,,,,,
43,10/29/2025 06:00:00 PM,11.431,,,,,
44,10/29/2025 06:10:00 PM,11.236,,,,,
45,10/29/2025 06:20:00 PM,11.139,,,,,
46,10/29/2025 06:30:00 PM,10.944,,,,,
47,10/29/2025 06:40:00 PM,10.846,,,,,
48,10/29/2025 06:50:00 PM,10.651,,,,,
49,10/29/2025 07:00:00 PM,10.651,,,,,
50,10/29/2025 07:10:00 PM,10.553,,,,,
51,10/29/2025 07:20:00 PM,10.455,,,,,
52,10/29/2025 07:30:00 PM,10.455,,,,,
53,10/29/2025 07:40:00 PM,10.455,,,,,
54,10/29/2025 07:50:00 PM,10.553,,,,,
55,10/29/2025 08:00:00 PM,10.553,,,,,
56,10/29/2025 08:10:00 PM,10.651,,,,,
57,10/29/2025 08:20:00 PM,10.651,,,,,
58,10/29/2025 08:30:00 PM,10.651,,,,,
59,10/29/2025 08:40:00 PM,10.553,,,,,
60,10/29/2025 08:50:00 PM,10.553,,,,,
