"Plot Title: 10350067"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350067, SEN S/N: 10350067, LBL: temp)","Bad Battery (LGR S/N: 10350067)","Coupler Attached (LGR S/N: 10350067)","Host Connected (LGR S/N: 10350067)","Stopped (LGR S/N: 10350067)","End Of File (LGR S/N: 10350067)"
1,10/29/2025 10:00:00 AM,21.664,,,,,
2,10/29/2025 10:10:00 AM,21.760,,,,,
3,10/29/2025 10:20:00 AM,21.760,,,,,
4,10/29/2025 10:30:00 AM,21.760,,,,,
5,10/29/2025 10:40:00 AM,15.855,,,,,
6,10/29/2025 10:50:00 AM,15.569,,,,,
7,10/29/2025 11:00:00 AM,15.855,,,,,
8,10/29/2025 11:10:00 AM,16.141,,,,,
9,10/29/2025 11:20:00 AM,16.332,,,,,
10,10/29/2025 11:30:00 AM,14.038,,,,,
11,10/29/2025 11:40:00 AM,9.472,,,,,
12,10/29/2025 11:50:00 AM,6.370,,,,,
13,10/29/2025 12:00:00 PM,5.450,,,,,
14,10/29/2025 12:10:00 PM,5.552,,,,,
15,10/29/2025 12:20:00 PM,6.471,,,,,
16,10/29/2025 12:30:00 PM,9.571,,,,,
17,10/29/2025 12:40:00 PM,10.846,,,,,
18,10/29/2025 12:50:00 PM,12.401,,,,,
19,10/29/2025 01:00:00 PM,14.709,,,,,
20,10/29/2025 01:10:00 PM,15.187,,,,,
21,10/29/2025 01:20:00 PM,15.760,,,,,
22,10/29/2025 01:30:00 PM,16.523,,,,,
23,10/29/2025 01:40:00 PM,17.379,,,,,
24,10/29/2025 01:50:00 PM,18.236,,,,,
25,10/29/2025 02:00:00 PM,18.901,,,,,
26,10/29/2025 02:10:00 PM,19.092,,,,,
27,10/29/2025 02:20:00 PM,19.377,,,,,
28,10/29/2025 02:30:00 PM,19.567,,,,,
29,10/29/2025 02:40:00 PM,19.662,,,,,
30,10/29/2025 02:50:00 PM,19.853,,,,,
31,10/29/2025 03:00:00 PM,19.853,,,,,
32,10/29/2025 03:10:00 PM,19.853,,,,,
33,10/29/2025 03:20:00 PM,19.853,,,,,
34,10/29/2025 03:30:00 PM,19.853,,,,,
35,10/29/2025 03:40:00 PM,19.758,,,,,
36,10/29/2025 03:50:00 PM,19.187,,,,,
37,10/29/2025 04:00:00 PM,17.950,,,,,
38,10/29/2025 04:10:00 PM,19.282,,,,,
39,10/29/2025 04:20:00 PM,18.806,,,,,
40,10/29/2025 04:30:00 PM,18.045,,,,,
41,10/29/2025 04:40:00 PM,17.570,,,,,
