"Plot-Titel: 10350060"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10350060, SEN S/N: 10350060)","Intensität, Lux (LGR S/N: 10350060, SEN S/N: 10350060)","Koppler verbunden (LGR S/N: 10350060)","Host verbunden (LGR S/N: 10350060)","Angehalten (LGR S/N: 10350060)","Dateiende (LGR S/N: 10350060)"
60,11.30.22 10:50:00 AM,9.077,5166.7,,,,
61,11.30.22 11:00:00 AM,9.275,5511.1,,,,
62,11.30.22 11:10:00 AM,9.275,5511.1,,,,
63,11.30.22 11:20:00 AM,9.077,5166.7,,,,
64,11.30.22 11:30:00 AM,9.275,4994.5,,,,
65,11.30.22 11:40:00 AM,9.176,3961.1,,,,
66,11.30.22 11:50:00 AM,8.879,4305.6,,,,
67,11.30.22 12:00:00 PM,9.077,4477.8,,,,
68,11.30.22 12:10:00 PM,9.571,5511.1,,,,
69,11.30.22 12:20:00 PM,9.768,5511.1,,,,
70,11.30.22 12:30:00 PM,9.866,3961.1,,,,
71,11.30.22 12:40:00 PM,10.063,9300.1,,,,
72,11.30.22 12:50:00 PM,10.748,7577.8,,,,
73,11.30.22 01:00:00 PM,10.553,8611.2,,,,
74,11.30.22 01:10:00 PM,10.651,9300.1,,,,
75,11.30.22 01:20:00 PM,10.455,6544.5,,,,
76,11.30.22 01:30:00 PM,10.063,4305.6,,,,
77,11.30.22 01:40:00 PM,9.866,4994.5,,,,
78,11.30.22 01:50:00 PM,10.357,7577.8,,,,
79,11.30.22 02:00:00 PM,10.063,4822.3,,,,
80,11.30.22 02:10:00 PM,9.965,3100.0,,,,
81,11.30.22 02:20:00 PM,9.768,2411.1,,,,
82,11.30.22 02:30:00 PM,9.965,2497.2,,,,
83,11.30.22 02:40:00 PM,9.866,1636.1,,,,
84,11.30.22 02:50:00 PM,9.768,2927.8,,,,
85,11.30.22 03:00:00 PM,9.571,2755.6,,,,
86,11.30.22 03:10:00 PM,9.275,2583.4,,,,
87,11.30.22 03:20:00 PM,9.373,2411.1,,,,
88,11.30.22 03:30:00 PM,9.373,2325.0,,,,
89,11.30.22 03:40:00 PM,9.275,2411.1,,,,
90,11.30.22 03:50:00 PM,9.275,1173.3,,,,
91,11.30.22 04:00:00 PM,8.978,613.5,,,,
92,11.30.22 04:10:00 PM,8.779,215.3,,,,
93,11.30.22 04:20:00 PM,8.779,129.2,,,,
94,11.30.22 04:30:00 PM,8.779,64.6,,,,
95,11.30.22 04:40:00 PM,8.680,53.8,,,,
96,11.30.22 04:50:00 PM,8.581,21.5,,,,
97,11.30.22 05:00:00 PM,8.581,0.0,,,,
98,11.30.22 05:10:00 PM,8.581,0.0,,,,
99,11.30.22 05:20:00 PM,8.581,0.0,,,,
100,11.30.22 05:30:00 PM,8.481,0.0,,,,
101,11.30.22 05:40:00 PM,8.382,0.0,,,,
102,11.30.22 05:50:00 PM,8.382,0.0,,,,
103,11.30.22 06:00:00 PM,8.481,0.0,,,,
104,11.30.22 06:10:00 PM,8.382,0.0,,,,
105,11.30.22 06:20:00 PM,8.182,0.0,,,,
106,11.30.22 06:30:00 PM,8.282,0.0,,,,
107,11.30.22 06:40:00 PM,8.282,0.0,,,,
108,11.30.22 06:50:00 PM,8.182,0.0,,,,
109,11.30.22 07:00:00 PM,8.182,0.0,,,,
110,11.30.22 07:10:00 PM,8.082,0.0,,,,
111,11.30.22 07:20:00 PM,8.182,0.0,,,,
112,11.30.22 07:30:00 PM,8.082,0.0,,,,
113,11.30.22 07:40:00 PM,7.983,0.0,,,,
114,11.30.22 07:50:00 PM,8.082,0.0,,,,
115,11.30.22 08:00:00 PM,8.082,0.0,,,,
116,11.30.22 08:10:00 PM,7.983,0.0,,,,
117,11.30.22 08:20:00 PM,7.983,0.0,,,,
118,11.30.22 08:30:00 PM,7.782,0.0,,,,
119,11.30.22 08:40:00 PM,7.682,0.0,,,,
120,11.30.22 08:50:00 PM,7.682,0.0,,,,
121,11.30.22 09:00:00 PM,7.682,0.0,,,,
122,11.30.22 09:10:00 PM,7.582,0.0,,,,
123,11.30.22 09:20:00 PM,7.682,0.0,,,,
124,11.30.22 09:30:00 PM,7.682,0.0,,,,
125,11.30.22 09:40:00 PM,7.682,0.0,,,,
126,11.30.22 09:50:00 PM,7.582,0.0,,,,
127,11.30.22 10:00:00 PM,7.582,0.0,,,,
128,11.30.22 10:10:00 PM,7.481,0.0,,,,
129,11.30.22 10:20:00 PM,7.582,0.0,,,,
130,11.30.22 10:30:00 PM,7.381,0.0,,,,
131,11.30.22 10:40:00 PM,7.381,0.0,,,,
132,11.30.22 10:50:00 PM,7.481,0.0,,,,
133,11.30.22 11:00:00 PM,7.381,0.0,,,,
134,11.30.22 11:10:00 PM,7.280,0.0,,,,
135,11.30.22 11:20:00 PM,7.381,0.0,,,,
136,11.30.22 11:30:00 PM,7.381,0.0,,,,
137,11.30.22 11:40:00 PM,7.381,0.0,,,,
138,11.30.22 11:50:00 PM,7.280,0.0,,,,
139,12.01.22 12:00:00 AM,7.179,0.0,,,,
140,12.01.22 12:10:00 AM,7.079,0.0,,,,
141,12.01.22 12:20:00 AM,7.179,0.0,,,,
142,12.01.22 12:30:00 AM,7.280,0.0,,,,
143,12.01.22 12:40:00 AM,7.280,0.0,,,,
144,12.01.22 12:50:00 AM,7.179,0.0,,,,
145,12.01.22 01:00:00 AM,7.079,0.0,,,,
146,12.01.22 01:10:00 AM,6.978,0.0,,,,
147,12.01.22 01:20:00 AM,6.978,0.0,,,,
148,12.01.22 01:30:00 AM,6.877,0.0,,,,
149,12.01.22 01:40:00 AM,6.978,0.0,,,,
150,12.01.22 01:50:00 AM,7.079,0.0,,,,
151,12.01.22 02:00:00 AM,6.978,0.0,,,,
152,12.01.22 02:10:00 AM,6.978,0.0,,,,
153,12.01.22 02:20:00 AM,6.978,0.0,,,,
154,12.01.22 02:30:00 AM,6.978,0.0,,,,
155,12.01.22 02:40:00 AM,6.978,0.0,,,,
156,12.01.22 02:50:00 AM,6.775,0.0,,,,
157,12.01.22 03:00:00 AM,6.775,0.0,,,,
158,12.01.22 03:10:00 AM,6.775,0.0,,,,
159,12.01.22 03:20:00 AM,6.471,0.0,,,,
160,12.01.22 03:30:00 AM,6.268,0.0,,,,
161,12.01.22 03:40:00 AM,6.064,0.0,,,,
162,12.01.22 03:50:00 AM,5.860,0.0,,,,
163,12.01.22 04:00:00 AM,5.962,0.0,,,,
164,12.01.22 04:10:00 AM,5.860,0.0,,,,
165,12.01.22 04:20:00 AM,5.962,0.0,,,,
166,12.01.22 04:30:00 AM,5.860,0.0,,,,
167,12.01.22 04:40:00 AM,5.860,0.0,,,,
168,12.01.22 04:50:00 AM,5.757,0.0,,,,
169,12.01.22 05:00:00 AM,5.757,0.0,,,,
170,12.01.22 05:10:00 AM,5.757,0.0,,,,
171,12.01.22 05:20:00 AM,5.757,0.0,,,,
172,12.01.22 05:30:00 AM,5.552,0.0,,,,
173,12.01.22 05:40:00 AM,5.552,0.0,,,,
174,12.01.22 05:50:00 AM,5.347,0.0,,,,
175,12.01.22 06:00:00 AM,5.244,0.0,,,,
176,12.01.22 06:10:00 AM,5.244,0.0,,,,
177,12.01.22 06:20:00 AM,5.450,0.0,,,,
178,12.01.22 06:30:00 AM,5.552,0.0,,,,
179,12.01.22 06:40:00 AM,5.450,0.0,,,,
180,12.01.22 06:50:00 AM,5.450,0.0,,,,
181,12.01.22 07:00:00 AM,5.450,0.0,,,,
182,12.01.22 07:10:00 AM,5.552,0.0,,,,
183,12.01.22 07:20:00 AM,5.552,0.0,,,,
184,12.01.22 07:30:00 AM,5.450,0.0,,,,
185,12.01.22 07:40:00 AM,5.450,0.0,,,,
186,12.01.22 07:50:00 AM,5.244,10.8,,,,
187,12.01.22 08:00:00 AM,5.450,32.3,,,,
188,12.01.22 08:10:00 AM,5.347,75.3,,,,
189,12.01.22 08:20:00 AM,5.450,75.3,,,,
190,12.01.22 08:30:00 AM,5.552,183.0,,,,
191,12.01.22 08:40:00 AM,5.655,247.6,,,,
192,12.01.22 08:50:00 AM,5.757,279.9,,,,
193,12.01.22 09:00:00 AM,5.655,355.2,,,,
194,12.01.22 09:10:00 AM,5.450,570.5,,,,
195,12.01.22 09:20:00 AM,5.347,613.5,,,,
196,12.01.22 09:30:00 AM,5.347,893.4,,,,
197,12.01.22 09:40:00 AM,5.655,882.6,,,,
198,12.01.22 09:50:00 AM,5.860,1001.0,,,,
199,12.01.22 10:00:00 AM,5.860,1130.2,,,,
200,12.01.22 10:10:00 AM,5.860,1248.6,,,,
201,12.01.22 10:20:00 AM,6.064,1194.8,,,,
202,12.01.22 10:30:00 AM,5.962,1280.9,,,,
203,12.01.22 10:40:00 AM,5.860,1377.8,,,,
204,12.01.22 10:50:00 AM,5.655,1345.5,,,,
205,12.01.22 11:00:00 AM,5.757,1334.7,,,,
206,12.01.22 11:10:00 AM,5.757,1377.8,,,,
207,12.01.22 11:20:00 AM,5.962,1636.1,,,,
208,12.01.22 11:30:00 AM,5.757,1636.1,,,,
209,12.01.22 11:40:00 AM,5.757,1636.1,,,,
210,12.01.22 11:50:00 AM,5.757,1722.2,,,,
211,12.01.22 12:00:00 PM,5.962,1636.1,,,,
212,12.01.22 12:10:00 PM,5.962,1550.0,,,,
213,12.01.22 12:20:00 PM,5.962,1550.0,,,,
214,12.01.22 12:30:00 PM,6.064,1636.1,,,,
215,12.01.22 12:40:00 PM,6.064,1636.1,,,,
216,12.01.22 12:50:00 PM,6.064,2497.2,,,,
217,12.01.22 01:00:00 PM,5.962,2583.4,,,,
218,12.01.22 01:10:00 PM,6.064,2583.4,,,,
219,12.01.22 01:20:00 PM,6.166,2238.9,,,,
220,12.01.22 01:30:00 PM,6.064,2325.0,,,,
221,12.01.22 01:40:00 PM,6.064,2152.8,,,,
222,12.01.22 01:50:00 PM,6.064,2238.9,,,,
223,12.01.22 02:00:00 PM,6.268,1894.5,,,,
224,12.01.22 02:10:00 PM,6.268,2152.8,,,,
225,12.01.22 02:20:00 PM,6.166,2669.5,,,,
226,12.01.22 02:30:00 PM,6.268,2411.1,,,,
227,12.01.22 02:40:00 PM,6.064,1980.6,,,,
228,12.01.22 02:50:00 PM,5.962,1270.1,,,,
229,12.01.22 03:00:00 PM,5.962,850.4,,,,
230,12.01.22 03:10:00 PM,5.757,688.9,,,,
231,12.01.22 03:20:00 PM,5.757,742.7,,,,
232,12.01.22 03:30:00 PM,5.552,602.8,,,,
233,12.01.22 03:40:00 PM,5.450,462.9,,,,
234,12.01.22 03:50:00 PM,5.552,430.6,,,,
235,12.01.22 04:00:00 PM,5.347,279.9,,,,
236,12.01.22 04:10:00 PM,5.347,150.7,,,,
237,12.01.22 04:20:00 PM,5.450,86.1,,,,
238,12.01.22 04:30:00 PM,5.244,43.1,,,,
239,12.01.22 04:40:00 PM,4.934,21.5,,,,
240,12.01.22 04:50:00 PM,4.831,0.0,,,,
241,12.01.22 05:00:00 PM,4.934,0.0,,,,
242,12.01.22 05:10:00 PM,5.037,0.0,,,,
243,12.01.22 05:20:00 PM,5.037,0.0,,,,
244,12.01.22 05:30:00 PM,4.934,0.0,,,,
245,12.01.22 05:40:00 PM,5.037,0.0,,,,
246,12.01.22 05:50:00 PM,4.934,0.0,,,,
247,12.01.22 06:00:00 PM,4.934,0.0,,,,
248,12.01.22 06:10:00 PM,4.934,0.0,,,,
249,12.01.22 06:20:00 PM,4.831,0.0,,,,
250,12.01.22 06:30:00 PM,4.727,0.0,,,,
251,12.01.22 06:40:00 PM,4.831,0.0,,,,
252,12.01.22 06:50:00 PM,4.934,0.0,,,,
253,12.01.22 07:00:00 PM,4.623,0.0,,,,
254,12.01.22 07:10:00 PM,4.831,0.0,,,,
255,12.01.22 07:20:00 PM,4.831,0.0,,,,
256,12.01.22 07:30:00 PM,4.831,0.0,,,,
257,12.01.22 07:40:00 PM,4.727,0.0,,,,
258,12.01.22 07:50:00 PM,4.831,0.0,,,,
259,12.01.22 08:00:00 PM,4.831,0.0,,,,
260,12.01.22 08:10:00 PM,4.727,0.0,,,,
261,12.01.22 08:20:00 PM,4.831,0.0,,,,
262,12.01.22 08:30:00 PM,4.623,0.0,,,,
263,12.01.22 08:40:00 PM,4.415,0.0,,,,
264,12.01.22 08:50:00 PM,4.519,0.0,,,,
265,12.01.22 09:00:00 PM,4.519,0.0,,,,
266,12.01.22 09:10:00 PM,4.519,0.0,,,,
267,12.01.22 09:20:00 PM,4.519,0.0,,,,
268,12.01.22 09:30:00 PM,4.727,0.0,,,,
269,12.01.22 09:40:00 PM,4.415,0.0,,,,
270,12.01.22 09:50:00 PM,4.519,0.0,,,,
271,12.01.22 10:00:00 PM,4.519,0.0,,,,
272,12.01.22 10:10:00 PM,4.519,0.0,,,,
273,12.01.22 10:20:00 PM,4.415,0.0,,,,
274,12.01.22 10:30:00 PM,4.311,0.0,,,,
275,12.01.22 10:40:00 PM,4.415,0.0,,,,
276,12.01.22 10:50:00 PM,4.519,0.0,,,,
277,12.01.22 11:00:00 PM,4.519,0.0,,,,
278,12.01.22 11:10:00 PM,4.415,0.0,,,,
279,12.01.22 11:20:00 PM,4.311,0.0,,,,
280,12.01.22 11:30:00 PM,4.415,0.0,,,,
281,12.01.22 11:40:00 PM,4.519,0.0,,,,
282,12.01.22 11:50:00 PM,4.519,0.0,,,,
283,12.02.22 12:00:00 AM,4.727,0.0,,,,
284,12.02.22 12:10:00 AM,4.519,0.0,,,,
285,12.02.22 12:20:00 AM,4.415,0.0,,,,
286,12.02.22 12:30:00 AM,4.623,0.0,,,,
287,12.02.22 12:40:00 AM,4.519,0.0,,,,
288,12.02.22 12:50:00 AM,4.415,0.0,,,,
289,12.02.22 01:00:00 AM,4.311,0.0,,,,
290,12.02.22 01:10:00 AM,4.415,0.0,,,,
291,12.02.22 01:20:00 AM,4.311,0.0,,,,
292,12.02.22 01:30:00 AM,4.415,0.0,,,,
293,12.02.22 01:40:00 AM,4.415,0.0,,,,
294,12.02.22 01:50:00 AM,4.519,0.0,,,,
295,12.02.22 02:00:00 AM,4.415,0.0,,,,
296,12.02.22 02:10:00 AM,4.207,0.0,,,,
297,12.02.22 02:20:00 AM,4.102,0.0,,,,
298,12.02.22 02:30:00 AM,4.311,0.0,,,,
299,12.02.22 02:40:00 AM,4.415,0.0,,,,
300,12.02.22 02:50:00 AM,4.207,0.0,,,,
301,12.02.22 03:00:00 AM,4.207,0.0,,,,
302,12.02.22 03:10:00 AM,4.207,0.0,,,,
303,12.02.22 03:20:00 AM,4.207,0.0,,,,
304,12.02.22 03:30:00 AM,4.207,0.0,,,,
305,12.02.22 03:40:00 AM,4.415,0.0,,,,
306,12.02.22 03:50:00 AM,4.415,0.0,,,,
307,12.02.22 04:00:00 AM,4.415,0.0,,,,
308,12.02.22 04:10:00 AM,4.311,0.0,,,,
309,12.02.22 04:20:00 AM,4.311,0.0,,,,
310,12.02.22 04:30:00 AM,4.207,0.0,,,,
311,12.02.22 04:40:00 AM,4.311,0.0,,,,
312,12.02.22 04:50:00 AM,4.207,0.0,,,,
313,12.02.22 05:00:00 AM,4.207,0.0,,,,
314,12.02.22 05:10:00 AM,4.311,0.0,,,,
315,12.02.22 05:20:00 AM,4.207,0.0,,,,
316,12.02.22 05:30:00 AM,4.311,0.0,,,,
317,12.02.22 05:40:00 AM,4.311,0.0,,,,
318,12.02.22 05:50:00 AM,4.311,0.0,,,,
319,12.02.22 06:00:00 AM,4.519,0.0,,,,
320,12.02.22 06:10:00 AM,4.415,0.0,,,,
321,12.02.22 06:20:00 AM,4.415,0.0,,,,
322,12.02.22 06:30:00 AM,4.311,0.0,,,,
323,12.02.22 06:40:00 AM,4.415,0.0,,,,
324,12.02.22 06:50:00 AM,4.415,0.0,,,,
325,12.02.22 07:00:00 AM,4.415,0.0,,,,
326,12.02.22 07:10:00 AM,4.727,0.0,,,,
327,12.02.22 07:20:00 AM,4.727,0.0,,,,
328,12.02.22 07:30:00 AM,4.727,0.0,,,,
329,12.02.22 07:40:00 AM,4.623,0.0,,,,
330,12.02.22 07:50:00 AM,4.727,0.0,,,,
331,12.02.22 08:00:00 AM,4.623,10.8,,,,
332,12.02.22 08:10:00 AM,4.415,43.1,,,,
333,12.02.22 08:20:00 AM,4.311,96.9,,,,
334,12.02.22 08:30:00 AM,4.519,193.8,,,,
335,12.02.22 08:40:00 AM,4.415,215.3,,,,
336,12.02.22 08:50:00 AM,4.623,290.6,,,,
337,12.02.22 09:00:00 AM,4.623,387.5,,,,
338,12.02.22 09:10:00 AM,4.727,452.1,,,,
339,12.02.22 09:20:00 AM,4.831,570.5,,,,
340,12.02.22 09:30:00 AM,4.831,710.4,,,,
341,12.02.22 09:40:00 AM,4.934,861.1,,,,
342,12.02.22 09:50:00 AM,4.831,979.5,,,,
343,12.02.22 10:00:00 AM,4.831,1044.1,,,,
344,12.02.22 10:10:00 AM,5.037,1087.2,,,,
345,12.02.22 10:20:00 AM,4.934,1184.0,,,,
346,12.02.22 10:30:00 AM,4.934,1227.1,,,,
347,12.02.22 10:40:00 AM,4.934,1194.8,,,,
348,12.02.22 10:50:00 AM,4.727,1377.8,,,,
349,12.02.22 11:00:00 AM,4.831,1722.2,,,,
350,12.02.22 11:10:00 AM,4.831,1636.1,,,,
351,12.02.22 11:20:00 AM,5.141,1894.5,,,,
352,12.02.22 11:30:00 AM,5.141,1722.2,,,,
353,12.02.22 11:40:00 AM,5.141,1345.5,,,,
354,12.02.22 11:50:00 AM,4.831,1345.5,,,,
355,12.02.22 12:00:00 PM,4.934,1894.5,,,,
356,12.02.22 12:10:00 PM,5.244,2066.7,,,,
357,12.02.22 12:20:00 PM,5.141,1356.3,,,,
358,12.02.22 12:30:00 PM,5.141,1334.7,,,,
359,12.02.22 12:40:00 PM,5.037,1636.1,,,,
360,12.02.22 12:50:00 PM,4.934,1722.2,,,,
361,12.02.22 01:00:00 PM,4.934,2152.8,,,,
362,12.02.22 01:10:00 PM,5.037,2669.5,,,,
363,12.02.22 01:20:00 PM,5.037,2066.7,,,,
364,12.02.22 01:30:00 PM,5.347,1808.3,,,,
365,12.02.22 01:40:00 PM,5.450,2066.7,,,,
366,12.02.22 01:50:00 PM,5.450,1722.2,,,,
367,12.02.22 02:00:00 PM,5.347,1334.7,,,,
368,12.02.22 02:10:00 PM,5.347,1065.6,,,,
369,12.02.22 02:20:00 PM,5.347,936.5,,,,
370,12.02.22 02:30:00 PM,5.244,871.9,,,,
371,12.02.22 02:40:00 PM,5.347,1097.9,,,,
372,12.02.22 02:50:00 PM,5.347,1463.9,,,,
373,12.02.22 03:00:00 PM,5.347,2152.8,,,,
374,12.02.22 03:10:00 PM,5.552,2497.2,,,,
375,12.02.22 03:20:00 PM,5.757,2238.9,,,,
376,12.02.22 03:30:00 PM,5.757,1550.0,,,,
377,12.02.22 03:40:00 PM,5.655,2411.1,,,,
378,12.02.22 03:50:00 PM,5.552,1722.2,,,,
379,12.02.22 04:00:00 PM,5.450,1377.8,,,,
380,12.02.22 04:10:00 PM,5.347,925.7,,,,
381,12.02.22 04:20:00 PM,5.347,796.5,,,,
382,12.02.22 04:30:00 PM,5.450,452.1,,,,
383,12.02.22 04:40:00 PM,5.450,53.8,,,,
384,12.02.22 04:50:00 PM,5.141,10.8,,,,
385,12.02.22 05:00:00 PM,4.934,0.0,,,,
386,12.02.22 05:10:00 PM,5.141,0.0,,,,
387,12.02.22 05:20:00 PM,5.037,0.0,,,,
388,12.02.22 05:30:00 PM,4.934,0.0,,,,
389,12.02.22 05:40:00 PM,4.934,0.0,,,,
390,12.02.22 05:50:00 PM,5.141,0.0,,,,
391,12.02.22 06:00:00 PM,5.141,0.0,,,,
392,12.02.22 06:10:00 PM,5.141,0.0,,,,
393,12.02.22 06:20:00 PM,4.934,0.0,,,,
394,12.02.22 06:30:00 PM,5.037,0.0,,,,
395,12.02.22 06:40:00 PM,4.934,0.0,,,,
396,12.02.22 06:50:00 PM,5.037,0.0,,,,
397,12.02.22 07:00:00 PM,5.347,0.0,,,,
398,12.02.22 07:10:00 PM,5.037,0.0,,,,
399,12.02.22 07:20:00 PM,5.037,0.0,,,,
400,12.02.22 07:30:00 PM,5.037,0.0,,,,
401,12.02.22 07:40:00 PM,5.141,0.0,,,,
402,12.02.22 07:50:00 PM,5.141,0.0,,,,
403,12.02.22 08:00:00 PM,5.037,0.0,,,,
404,12.02.22 08:10:00 PM,5.037,0.0,,,,
405,12.02.22 08:20:00 PM,4.934,0.0,,,,
406,12.02.22 08:30:00 PM,4.934,0.0,,,,
407,12.02.22 08:40:00 PM,4.934,0.0,,,,
408,12.02.22 08:50:00 PM,5.037,0.0,,,,
409,12.02.22 09:00:00 PM,4.934,0.0,,,,
410,12.02.22 09:10:00 PM,4.934,0.0,,,,
411,12.02.22 09:20:00 PM,5.037,0.0,,,,
412,12.02.22 09:30:00 PM,5.037,0.0,,,,
413,12.02.22 09:40:00 PM,4.934,0.0,,,,
414,12.02.22 09:50:00 PM,4.934,0.0,,,,
415,12.02.22 10:00:00 PM,4.831,0.0,,,,
416,12.02.22 10:10:00 PM,4.934,0.0,,,,
417,12.02.22 10:20:00 PM,4.934,0.0,,,,
418,12.02.22 10:30:00 PM,4.727,0.0,,,,
419,12.02.22 10:40:00 PM,4.727,0.0,,,,
420,12.02.22 10:50:00 PM,4.623,0.0,,,,
421,12.02.22 11:00:00 PM,4.934,0.0,,,,
422,12.02.22 11:10:00 PM,4.934,0.0,,,,
423,12.02.22 11:20:00 PM,4.831,0.0,,,,
424,12.02.22 11:30:00 PM,4.727,0.0,,,,
425,12.02.22 11:40:00 PM,4.727,0.0,,,,
426,12.02.22 11:50:00 PM,4.727,0.0,,,,
427,12.03.22 12:00:00 AM,4.727,0.0,,,,
428,12.03.22 12:10:00 AM,4.519,0.0,,,,
429,12.03.22 12:20:00 AM,4.519,0.0,,,,
430,12.03.22 12:30:00 AM,4.311,0.0,,,,
431,12.03.22 12:40:00 AM,3.893,0.0,,,,
432,12.03.22 12:50:00 AM,3.578,0.0,,,,
433,12.03.22 01:00:00 AM,3.472,0.0,,,,
434,12.03.22 01:10:00 AM,3.472,0.0,,,,
435,12.03.22 01:20:00 AM,3.472,0.0,,,,
436,12.03.22 01:30:00 AM,3.578,0.0,,,,
437,12.03.22 01:40:00 AM,3.683,0.0,,,,
438,12.03.22 01:50:00 AM,3.788,0.0,,,,
439,12.03.22 02:00:00 AM,3.683,0.0,,,,
440,12.03.22 02:10:00 AM,3.788,0.0,,,,
441,12.03.22 02:20:00 AM,3.683,0.0,,,,
442,12.03.22 02:30:00 AM,3.578,0.0,,,,
443,12.03.22 02:40:00 AM,3.578,0.0,,,,
444,12.03.22 02:50:00 AM,3.472,0.0,,,,
445,12.03.22 03:00:00 AM,3.261,0.0,,,,
446,12.03.22 03:10:00 AM,3.155,0.0,,,,
447,12.03.22 03:20:00 AM,3.155,0.0,,,,
448,12.03.22 03:30:00 AM,3.155,0.0,,,,
449,12.03.22 03:40:00 AM,3.155,0.0,,,,
450,12.03.22 03:50:00 AM,3.155,0.0,,,,
451,12.03.22 04:00:00 AM,2.943,0.0,,,,
452,12.03.22 04:10:00 AM,2.943,0.0,,,,
453,12.03.22 04:20:00 AM,3.155,0.0,,,,
454,12.03.22 04:30:00 AM,3.261,0.0,,,,
455,12.03.22 04:40:00 AM,3.261,0.0,,,,
456,12.03.22 04:50:00 AM,3.261,0.0,,,,
457,12.03.22 05:00:00 AM,3.261,0.0,,,,
458,12.03.22 05:10:00 AM,3.155,0.0,,,,
459,12.03.22 05:20:00 AM,3.155,0.0,,,,
460,12.03.22 05:30:00 AM,3.049,0.0,,,,
461,12.03.22 05:40:00 AM,3.049,0.0,,,,
462,12.03.22 05:50:00 AM,3.155,0.0,,,,
463,12.03.22 06:00:00 AM,3.155,0.0,,,,
464,12.03.22 06:10:00 AM,3.155,0.0,,,,
465,12.03.22 06:20:00 AM,2.943,0.0,,,,
466,12.03.22 06:30:00 AM,2.730,0.0,,,,
