"Plot-Titel: 10347352"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10347352, SEN S/N: 10347352)","Intensität, Lux (LGR S/N: 10347352, SEN S/N: 10347352)","Batterie defekt (LGR S/N: 10347352)","Koppler verbunden (LGR S/N: 10347352)","Host verbunden (LGR S/N: 10347352)","Angehalten (LGR S/N: 10347352)","Dateiende (LGR S/N: 10347352)"
48,11.30.22 08:50:00 AM,7.280,1636.1,,,,,
49,11.30.22 09:00:00 AM,7.179,1463.9,,,,,
50,11.30.22 09:10:00 AM,7.179,1044.1,,,,,
51,11.30.22 09:20:00 AM,7.280,990.3,,,,,
52,11.30.22 09:30:00 AM,7.381,882.6,,,,,
53,11.30.22 09:40:00 AM,7.381,1280.9,,,,,
54,11.30.22 09:50:00 AM,7.481,1550.0,,,,,
55,11.30.22 10:00:00 AM,7.682,3444.5,,,,,
56,11.30.22 10:10:00 AM,8.182,4994.5,,,,,
57,11.30.22 10:20:00 AM,8.779,6200.0,,,,,
58,11.30.22 10:30:00 AM,9.275,6544.5,,,,,
59,11.30.22 10:40:00 AM,9.472,6200.0,,,,,
60,11.30.22 10:50:00 AM,9.472,6200.0,,,,,
61,11.30.22 11:00:00 AM,9.571,5166.7,,,,,
62,11.30.22 11:10:00 AM,9.768,5511.1,,,,,
63,11.30.22 11:20:00 AM,9.768,4650.0,,,,,
64,11.30.22 11:30:00 AM,9.669,4994.5,,,,,
65,11.30.22 11:40:00 AM,9.669,5166.7,,,,,
66,11.30.22 11:50:00 AM,9.965,5166.7,,,,,
67,11.30.22 12:00:00 PM,10.063,6544.5,,,,,
68,11.30.22 12:10:00 PM,10.651,6544.5,,,,,
69,11.30.22 12:20:00 PM,10.748,6200.0,,,,,
70,11.30.22 12:30:00 PM,10.357,4305.6,,,,,
71,11.30.22 12:40:00 PM,10.259,7577.8,,,,,
72,11.30.22 12:50:00 PM,11.431,11022.3,,,,,
73,11.30.22 01:00:00 PM,12.207,12400.1,,,,,
74,11.30.22 01:10:00 PM,12.980,13089.0,,,,,
75,11.30.22 01:20:00 PM,14.421,37200.2,,,,,
76,11.30.22 01:30:00 PM,14.900,6200.0,,,,,
77,11.30.22 01:40:00 PM,13.076,11022.3,,,,,
78,11.30.22 01:50:00 PM,12.980,11022.3,,,,,
79,11.30.22 02:00:00 PM,12.497,5166.7,,,,,
80,11.30.22 02:10:00 PM,11.139,6200.0,,,,,
81,11.30.22 02:20:00 PM,10.455,5166.7,,,,,
82,11.30.22 02:30:00 PM,10.357,4477.8,,,,,
83,11.30.22 02:40:00 PM,9.866,1980.6,,,,,
84,11.30.22 02:50:00 PM,9.768,2583.4,,,,,
85,11.30.22 03:00:00 PM,9.669,2927.8,,,,,
86,11.30.22 03:10:00 PM,9.669,2325.0,,,,,
87,11.30.22 03:20:00 PM,9.571,2669.5,,,,,
88,11.30.22 03:30:00 PM,9.571,3100.0,,,,,
89,11.30.22 03:40:00 PM,9.373,1722.2,,,,,
90,11.30.22 03:50:00 PM,8.978,1022.6,,,,,
91,11.30.22 04:00:00 PM,8.581,322.9,,,,,
92,11.30.22 04:10:00 PM,8.481,161.5,,,,,
93,11.30.22 04:20:00 PM,8.481,118.4,,,,,
94,11.30.22 04:30:00 PM,8.282,107.6,,,,,
95,11.30.22 04:40:00 PM,8.282,75.3,,,,,
96,11.30.22 04:50:00 PM,8.282,21.5,,,,,
97,11.30.22 05:00:00 PM,8.182,0.0,,,,,
98,11.30.22 05:10:00 PM,8.082,0.0,,,,,
99,11.30.22 05:20:00 PM,7.983,0.0,,,,,
100,11.30.22 05:30:00 PM,7.782,0.0,,,,,
101,11.30.22 05:40:00 PM,7.682,0.0,,,,,
102,11.30.22 05:50:00 PM,7.682,0.0,,,,,
103,11.30.22 06:00:00 PM,7.782,0.0,,,,,
104,11.30.22 06:10:00 PM,7.782,0.0,,,,,
105,11.30.22 06:20:00 PM,7.782,0.0,,,,,
106,11.30.22 06:30:00 PM,7.582,0.0,,,,,
107,11.30.22 06:40:00 PM,7.381,0.0,,,,,
108,11.30.22 06:50:00 PM,7.280,0.0,,,,,
109,11.30.22 07:00:00 PM,7.381,0.0,,,,,
110,11.30.22 07:10:00 PM,7.381,0.0,,,,,
111,11.30.22 07:20:00 PM,7.280,0.0,,,,,
112,11.30.22 07:30:00 PM,7.280,0.0,,,,,
113,11.30.22 07:40:00 PM,7.280,0.0,,,,,
114,11.30.22 07:50:00 PM,7.280,0.0,,,,,
115,11.30.22 08:00:00 PM,7.179,0.0,,,,,
116,11.30.22 08:10:00 PM,7.280,0.0,,,,,
117,11.30.22 08:20:00 PM,7.381,0.0,,,,,
118,11.30.22 08:30:00 PM,7.381,0.0,,,,,
119,11.30.22 08:40:00 PM,7.381,0.0,,,,,
120,11.30.22 08:50:00 PM,7.280,0.0,,,,,
121,11.30.22 09:00:00 PM,7.179,0.0,,,,,
122,11.30.22 09:10:00 PM,7.179,0.0,,,,,
123,11.30.22 09:20:00 PM,7.179,0.0,,,,,
124,11.30.22 09:30:00 PM,7.179,0.0,,,,,
125,11.30.22 09:40:00 PM,7.280,0.0,,,,,
126,11.30.22 09:50:00 PM,7.280,0.0,,,,,
127,11.30.22 10:00:00 PM,7.381,0.0,,,,,
128,11.30.22 10:10:00 PM,7.280,0.0,,,,,
129,11.30.22 10:20:00 PM,7.280,0.0,,,,,
130,11.30.22 10:30:00 PM,7.179,0.0,,,,,
131,11.30.22 10:40:00 PM,7.179,0.0,,,,,
132,11.30.22 10:50:00 PM,7.179,0.0,,,,,
133,11.30.22 11:00:00 PM,7.179,0.0,,,,,
134,11.30.22 11:10:00 PM,7.179,0.0,,,,,
135,11.30.22 11:20:00 PM,7.079,0.0,,,,,
136,11.30.22 11:30:00 PM,7.079,0.0,,,,,
137,11.30.22 11:40:00 PM,7.079,0.0,,,,,
138,11.30.22 11:50:00 PM,6.978,0.0,,,,,
139,12.01.22 12:00:00 AM,6.877,0.0,,,,,
140,12.01.22 12:10:00 AM,6.877,0.0,,,,,
141,12.01.22 12:20:00 AM,6.775,0.0,,,,,
142,12.01.22 12:30:00 AM,6.674,0.0,,,,,
143,12.01.22 12:40:00 AM,6.573,0.0,,,,,
144,12.01.22 12:50:00 AM,6.573,0.0,,,,,
145,12.01.22 01:00:00 AM,6.573,0.0,,,,,
146,12.01.22 01:10:00 AM,6.471,0.0,,,,,
147,12.01.22 01:20:00 AM,6.471,0.0,,,,,
148,12.01.22 01:30:00 AM,6.573,0.0,,,,,
149,12.01.22 01:40:00 AM,6.573,0.0,,,,,
150,12.01.22 01:50:00 AM,6.674,0.0,,,,,
151,12.01.22 02:00:00 AM,6.674,0.0,,,,,
152,12.01.22 02:10:00 AM,6.674,0.0,,,,,
153,12.01.22 02:20:00 AM,6.674,0.0,,,,,
154,12.01.22 02:30:00 AM,6.674,0.0,,,,,
155,12.01.22 02:40:00 AM,6.573,0.0,,,,,
156,12.01.22 02:50:00 AM,6.573,0.0,,,,,
157,12.01.22 03:00:00 AM,6.573,0.0,,,,,
158,12.01.22 03:10:00 AM,6.471,0.0,,,,,
159,12.01.22 03:20:00 AM,6.370,0.0,,,,,
160,12.01.22 03:30:00 AM,6.268,0.0,,,,,
161,12.01.22 03:40:00 AM,6.166,0.0,,,,,
162,12.01.22 03:50:00 AM,6.064,0.0,,,,,
163,12.01.22 04:00:00 AM,5.962,0.0,,,,,
164,12.01.22 04:10:00 AM,5.860,0.0,,,,,
165,12.01.22 04:20:00 AM,5.655,0.0,,,,,
166,12.01.22 04:30:00 AM,5.552,0.0,,,,,
167,12.01.22 04:40:00 AM,5.450,0.0,,,,,
168,12.01.22 04:50:00 AM,5.347,0.0,,,,,
169,12.01.22 05:00:00 AM,5.347,0.0,,,,,
170,12.01.22 05:10:00 AM,5.347,0.0,,,,,
171,12.01.22 05:20:00 AM,5.347,0.0,,,,,
172,12.01.22 05:30:00 AM,5.347,0.0,,,,,
173,12.01.22 05:40:00 AM,5.347,0.0,,,,,
174,12.01.22 05:50:00 AM,5.141,0.0,,,,,
175,12.01.22 06:00:00 AM,5.037,0.0,,,,,
176,12.01.22 06:10:00 AM,5.141,0.0,,,,,
177,12.01.22 06:20:00 AM,5.037,0.0,,,,,
178,12.01.22 06:30:00 AM,5.037,0.0,,,,,
179,12.01.22 06:40:00 AM,5.037,0.0,,,,,
180,12.01.22 06:50:00 AM,5.037,0.0,,,,,
181,12.01.22 07:00:00 AM,5.037,0.0,,,,,
182,12.01.22 07:10:00 AM,5.037,0.0,,,,,
183,12.01.22 07:20:00 AM,4.934,0.0,,,,,
184,12.01.22 07:30:00 AM,4.934,0.0,,,,,
185,12.01.22 07:40:00 AM,5.037,0.0,,,,,
186,12.01.22 07:50:00 AM,5.037,10.8,,,,,
187,12.01.22 08:00:00 AM,5.037,32.3,,,,,
188,12.01.22 08:10:00 AM,5.037,86.1,,,,,
189,12.01.22 08:20:00 AM,5.037,86.1,,,,,
190,12.01.22 08:30:00 AM,5.037,215.3,,,,,
191,12.01.22 08:40:00 AM,5.141,269.1,,,,,
192,12.01.22 08:50:00 AM,5.244,376.7,,,,,
193,12.01.22 09:00:00 AM,5.244,495.1,,,,,
194,12.01.22 09:10:00 AM,5.347,721.2,,,,,
195,12.01.22 09:20:00 AM,5.347,785.8,,,,,
196,12.01.22 09:30:00 AM,5.347,904.2,,,,,
197,12.01.22 09:40:00 AM,5.347,1054.9,,,,,
198,12.01.22 09:50:00 AM,5.141,1280.9,,,,,
199,12.01.22 10:00:00 AM,5.244,1151.7,,,,,
200,12.01.22 10:10:00 AM,5.244,1216.3,,,,,
201,12.01.22 10:20:00 AM,5.450,1324.0,,,,,
202,12.01.22 10:30:00 AM,5.450,1377.8,,,,,
203,12.01.22 10:40:00 AM,5.552,1463.9,,,,,
204,12.01.22 10:50:00 AM,5.860,1550.0,,,,,
205,12.01.22 11:00:00 AM,5.757,1550.0,,,,,
206,12.01.22 11:10:00 AM,5.860,1550.0,,,,,
207,12.01.22 11:20:00 AM,5.860,1722.2,,,,,
208,12.01.22 11:30:00 AM,5.757,1722.2,,,,,
209,12.01.22 11:40:00 AM,5.757,1636.1,,,,,
210,12.01.22 11:50:00 AM,5.757,1808.3,,,,,
211,12.01.22 12:00:00 PM,5.860,1808.3,,,,,
212,12.01.22 12:10:00 PM,5.860,1894.5,,,,,
213,12.01.22 12:20:00 PM,5.962,1894.5,,,,,
214,12.01.22 12:30:00 PM,5.962,1894.5,,,,,
215,12.01.22 12:40:00 PM,5.962,2238.9,,,,,
216,12.01.22 12:50:00 PM,6.166,2755.6,,,,,
217,12.01.22 01:00:00 PM,6.166,2583.4,,,,,
218,12.01.22 01:10:00 PM,6.166,2497.2,,,,,
219,12.01.22 01:20:00 PM,6.166,2325.0,,,,,
220,12.01.22 01:30:00 PM,6.166,2497.2,,,,,
221,12.01.22 01:40:00 PM,6.166,2238.9,,,,,
222,12.01.22 01:50:00 PM,6.166,2152.8,,,,,
223,12.01.22 02:00:00 PM,6.166,1980.6,,,,,
224,12.01.22 02:10:00 PM,6.268,3272.2,,,,,
225,12.01.22 02:20:00 PM,6.471,3272.2,,,,,
226,12.01.22 02:30:00 PM,6.471,2927.8,,,,,
227,12.01.22 02:40:00 PM,6.370,1980.6,,,,,
228,12.01.22 02:50:00 PM,6.064,1248.6,,,,,
229,12.01.22 03:00:00 PM,5.860,947.2,,,,,
230,12.01.22 03:10:00 PM,5.655,753.5,,,,,
231,12.01.22 03:20:00 PM,5.450,688.9,,,,,
232,12.01.22 03:30:00 PM,5.450,570.5,,,,,
233,12.01.22 03:40:00 PM,5.347,516.7,,,,,
234,12.01.22 03:50:00 PM,5.347,484.4,,,,,
235,12.01.22 04:00:00 PM,5.244,322.9,,,,,
236,12.01.22 04:10:00 PM,5.037,193.8,,,,,
237,12.01.22 04:20:00 PM,5.037,96.9,,,,,
238,12.01.22 04:30:00 PM,5.037,32.3,,,,,
239,12.01.22 04:40:00 PM,4.934,10.8,,,,,
240,12.01.22 04:50:00 PM,4.831,0.0,,,,,
241,12.01.22 05:00:00 PM,4.831,0.0,,,,,
242,12.01.22 05:10:00 PM,4.831,0.0,,,,,
243,12.01.22 05:20:00 PM,4.727,0.0,,,,,
244,12.01.22 05:30:00 PM,4.623,0.0,,,,,
245,12.01.22 05:40:00 PM,4.623,0.0,,,,,
246,12.01.22 05:50:00 PM,4.519,0.0,,,,,
247,12.01.22 06:00:00 PM,4.519,0.0,,,,,
248,12.01.22 06:10:00 PM,4.519,0.0,,,,,
249,12.01.22 06:20:00 PM,4.415,0.0,,,,,
250,12.01.22 06:30:00 PM,4.519,0.0,,,,,
251,12.01.22 06:40:00 PM,4.415,0.0,,,,,
252,12.01.22 06:50:00 PM,4.311,0.0,,,,,
253,12.01.22 07:00:00 PM,4.415,0.0,,,,,
254,12.01.22 07:10:00 PM,4.415,0.0,,,,,
255,12.01.22 07:20:00 PM,4.415,0.0,,,,,
256,12.01.22 07:30:00 PM,4.311,0.0,,,,,
257,12.01.22 07:40:00 PM,4.415,0.0,,,,,
258,12.01.22 07:50:00 PM,4.415,0.0,,,,,
259,12.01.22 08:00:00 PM,4.311,0.0,,,,,
260,12.01.22 08:10:00 PM,4.311,0.0,,,,,
261,12.01.22 08:20:00 PM,4.311,0.0,,,,,
262,12.01.22 08:30:00 PM,4.311,0.0,,,,,
263,12.01.22 08:40:00 PM,4.207,0.0,,,,,
264,12.01.22 08:50:00 PM,4.311,0.0,,,,,
265,12.01.22 09:00:00 PM,4.207,0.0,,,,,
266,12.01.22 09:10:00 PM,4.207,0.0,,,,,
267,12.01.22 09:20:00 PM,4.102,0.0,,,,,
268,12.01.22 09:30:00 PM,4.207,0.0,,,,,
269,12.01.22 09:40:00 PM,4.102,0.0,,,,,
270,12.01.22 09:50:00 PM,4.102,0.0,,,,,
271,12.01.22 10:00:00 PM,4.102,0.0,,,,,
272,12.01.22 10:10:00 PM,4.207,0.0,,,,,
273,12.01.22 10:20:00 PM,4.207,0.0,,,,,
274,12.01.22 10:30:00 PM,4.207,0.0,,,,,
275,12.01.22 10:40:00 PM,4.207,0.0,,,,,
276,12.01.22 10:50:00 PM,4.207,0.0,,,,,
277,12.01.22 11:00:00 PM,4.207,0.0,,,,,
278,12.01.22 11:10:00 PM,4.207,0.0,,,,,
279,12.01.22 11:20:00 PM,4.207,0.0,,,,,
280,12.01.22 11:30:00 PM,4.102,0.0,,,,,
281,12.01.22 11:40:00 PM,4.102,0.0,,,,,
282,12.01.22 11:50:00 PM,4.102,0.0,,,,,
283,12.02.22 12:00:00 AM,4.102,0.0,,,,,
284,12.02.22 12:10:00 AM,3.998,0.0,,,,,
285,12.02.22 12:20:00 AM,3.893,0.0,,,,,
286,12.02.22 12:30:00 AM,3.998,0.0,,,,,
287,12.02.22 12:40:00 AM,4.207,0.0,,,,,
288,12.02.22 12:50:00 AM,4.102,0.0,,,,,
289,12.02.22 01:00:00 AM,4.102,0.0,,,,,
290,12.02.22 01:10:00 AM,3.998,0.0,,,,,
291,12.02.22 01:20:00 AM,3.893,0.0,,,,,
292,12.02.22 01:30:00 AM,3.998,0.0,,,,,
293,12.02.22 01:40:00 AM,4.102,0.0,,,,,
294,12.02.22 01:50:00 AM,4.102,0.0,,,,,
295,12.02.22 02:00:00 AM,4.102,0.0,,,,,
296,12.02.22 02:10:00 AM,4.102,0.0,,,,,
297,12.02.22 02:20:00 AM,4.102,0.0,,,,,
298,12.02.22 02:30:00 AM,4.102,0.0,,,,,
299,12.02.22 02:40:00 AM,4.102,0.0,,,,,
300,12.02.22 02:50:00 AM,4.102,0.0,,,,,
301,12.02.22 03:00:00 AM,3.998,0.0,,,,,
302,12.02.22 03:10:00 AM,3.998,0.0,,,,,
303,12.02.22 03:20:00 AM,3.998,0.0,,,,,
304,12.02.22 03:30:00 AM,4.102,0.0,,,,,
305,12.02.22 03:40:00 AM,4.102,0.0,,,,,
306,12.02.22 03:50:00 AM,4.102,0.0,,,,,
307,12.02.22 04:00:00 AM,4.102,0.0,,,,,
308,12.02.22 04:10:00 AM,4.102,0.0,,,,,
309,12.02.22 04:20:00 AM,3.998,0.0,,,,,
310,12.02.22 04:30:00 AM,4.102,0.0,,,,,
311,12.02.22 04:40:00 AM,4.207,0.0,,,,,
312,12.02.22 04:50:00 AM,3.998,0.0,,,,,
313,12.02.22 05:00:00 AM,3.998,0.0,,,,,
314,12.02.22 05:10:00 AM,3.998,0.0,,,,,
315,12.02.22 05:20:00 AM,3.998,0.0,,,,,
316,12.02.22 05:30:00 AM,3.998,0.0,,,,,
317,12.02.22 05:40:00 AM,3.998,0.0,,,,,
318,12.02.22 05:50:00 AM,3.998,0.0,,,,,
319,12.02.22 06:00:00 AM,3.998,0.0,,,,,
320,12.02.22 06:10:00 AM,3.998,0.0,,,,,
321,12.02.22 06:20:00 AM,3.998,0.0,,,,,
322,12.02.22 06:30:00 AM,4.102,0.0,,,,,
323,12.02.22 06:40:00 AM,4.207,0.0,,,,,
324,12.02.22 06:50:00 AM,4.102,0.0,,,,,
325,12.02.22 07:00:00 AM,4.102,0.0,,,,,
326,12.02.22 07:10:00 AM,4.207,0.0,,,,,
327,12.02.22 07:20:00 AM,4.207,0.0,,,,,
328,12.02.22 07:30:00 AM,4.311,0.0,,,,,
329,12.02.22 07:40:00 AM,4.207,0.0,,,,,
330,12.02.22 07:50:00 AM,4.207,0.0,,,,,
331,12.02.22 08:00:00 AM,4.102,10.8,,,,,
332,12.02.22 08:10:00 AM,4.207,21.5,,,,,
333,12.02.22 08:20:00 AM,4.207,86.1,,,,,
334,12.02.22 08:30:00 AM,4.311,139.9,,,,,
335,12.02.22 08:40:00 AM,4.311,226.0,,,,,
336,12.02.22 08:50:00 AM,4.415,290.6,,,,,
337,12.02.22 09:00:00 AM,4.415,462.9,,,,,
338,12.02.22 09:10:00 AM,4.519,473.6,,,,,
339,12.02.22 09:20:00 AM,4.519,710.4,,,,,
340,12.02.22 09:30:00 AM,4.623,828.8,,,,,
341,12.02.22 09:40:00 AM,4.623,1011.8,,,,,
342,12.02.22 09:50:00 AM,4.519,1173.3,,,,,
343,12.02.22 10:00:00 AM,4.623,1291.7,,,,,
344,12.02.22 10:10:00 AM,4.623,1237.9,,,,,
345,12.02.22 10:20:00 AM,4.311,1259.4,,,,,
346,12.02.22 10:30:00 AM,4.415,1237.9,,,,,
347,12.02.22 10:40:00 AM,4.415,1184.0,,,,,
348,12.02.22 10:50:00 AM,4.519,1377.8,,,,,
349,12.02.22 11:00:00 AM,4.519,1722.2,,,,,
350,12.02.22 11:10:00 AM,4.623,1550.0,,,,,
351,12.02.22 11:20:00 AM,4.727,1636.1,,,,,
352,12.02.22 11:30:00 AM,4.934,2066.7,,,,,
353,12.02.22 11:40:00 AM,5.037,1894.5,,,,,
354,12.02.22 11:50:00 AM,4.934,1463.9,,,,,
355,12.02.22 12:00:00 PM,5.037,1808.3,,,,,
356,12.02.22 12:10:00 PM,5.037,2066.7,,,,,
357,12.02.22 12:20:00 PM,5.141,1808.3,,,,,
358,12.02.22 12:30:00 PM,5.037,1324.0,,,,,
359,12.02.22 12:40:00 PM,5.037,1367.0,,,,,
360,12.02.22 12:50:00 PM,4.934,1065.6,,,,,
361,12.02.22 01:00:00 PM,4.934,1550.0,,,,,
362,12.02.22 01:10:00 PM,5.037,1808.3,,,,,
363,12.02.22 01:20:00 PM,5.141,1808.3,,,,,
364,12.02.22 01:30:00 PM,5.141,1894.5,,,,,
365,12.02.22 01:40:00 PM,5.244,1808.3,,,,,
366,12.02.22 01:50:00 PM,5.141,1550.0,,,,,
367,12.02.22 02:00:00 PM,5.037,1377.8,,,,,
368,12.02.22 02:10:00 PM,4.934,1087.2,,,,,
369,12.02.22 02:20:00 PM,4.934,871.9,,,,,
370,12.02.22 02:30:00 PM,5.037,753.5,,,,,
371,12.02.22 02:40:00 PM,5.037,914.9,,,,,
372,12.02.22 02:50:00 PM,5.141,1044.1,,,,,
373,12.02.22 03:00:00 PM,5.141,1291.7,,,,,
374,12.02.22 03:10:00 PM,5.347,1722.2,,,,,
375,12.02.22 03:20:00 PM,5.347,2238.9,,,,,
376,12.02.22 03:30:00 PM,5.450,1894.5,,,,,
377,12.02.22 03:40:00 PM,5.552,2497.2,,,,,
378,12.02.22 03:50:00 PM,5.552,1894.5,,,,,
379,12.02.22 04:00:00 PM,5.347,1636.1,,,,,
380,12.02.22 04:10:00 PM,5.347,1313.2,,,,,
381,12.02.22 04:20:00 PM,5.347,1119.5,,,,,
382,12.02.22 04:30:00 PM,5.244,549.0,,,,,
383,12.02.22 04:40:00 PM,5.141,75.3,,,,,
384,12.02.22 04:50:00 PM,5.037,10.8,,,,,
385,12.02.22 05:00:00 PM,4.934,0.0,,,,,
386,12.02.22 05:10:00 PM,4.831,0.0,,,,,
387,12.02.22 05:20:00 PM,4.831,0.0,,,,,
388,12.02.22 05:30:00 PM,4.831,0.0,,,,,
389,12.02.22 05:40:00 PM,4.727,0.0,,,,,
390,12.02.22 05:50:00 PM,4.831,0.0,,,,,
391,12.02.22 06:00:00 PM,4.934,0.0,,,,,
392,12.02.22 06:10:00 PM,4.831,0.0,,,,,
393,12.02.22 06:20:00 PM,4.831,0.0,,,,,
394,12.02.22 06:30:00 PM,4.831,0.0,,,,,
395,12.02.22 06:40:00 PM,4.831,0.0,,,,,
396,12.02.22 06:50:00 PM,4.727,0.0,,,,,
397,12.02.22 07:00:00 PM,4.727,0.0,,,,,
398,12.02.22 07:10:00 PM,4.727,0.0,,,,,
399,12.02.22 07:20:00 PM,4.623,0.0,,,,,
400,12.02.22 07:30:00 PM,4.623,0.0,,,,,
401,12.02.22 07:40:00 PM,4.623,0.0,,,,,
402,12.02.22 07:50:00 PM,4.623,0.0,,,,,
403,12.02.22 08:00:00 PM,4.623,0.0,,,,,
404,12.02.22 08:10:00 PM,4.623,0.0,,,,,
405,12.02.22 08:20:00 PM,4.727,0.0,,,,,
406,12.02.22 08:30:00 PM,4.623,0.0,,,,,
407,12.02.22 08:40:00 PM,4.623,0.0,,,,,
408,12.02.22 08:50:00 PM,4.623,0.0,,,,,
409,12.02.22 09:00:00 PM,4.727,0.0,,,,,
410,12.02.22 09:10:00 PM,4.623,0.0,,,,,
411,12.02.22 09:20:00 PM,4.727,0.0,,,,,
412,12.02.22 09:30:00 PM,4.727,0.0,,,,,
413,12.02.22 09:40:00 PM,4.623,0.0,,,,,
414,12.02.22 09:50:00 PM,4.519,0.0,,,,,
415,12.02.22 10:00:00 PM,4.311,0.0,,,,,
416,12.02.22 10:10:00 PM,4.415,0.0,,,,,
417,12.02.22 10:20:00 PM,4.519,0.0,,,,,
418,12.02.22 10:30:00 PM,4.519,0.0,,,,,
419,12.02.22 10:40:00 PM,4.519,0.0,,,,,
420,12.02.22 10:50:00 PM,4.519,0.0,,,,,
421,12.02.22 11:00:00 PM,4.415,0.0,,,,,
422,12.02.22 11:10:00 PM,4.311,0.0,,,,,
423,12.02.22 11:20:00 PM,4.207,0.0,,,,,
424,12.02.22 11:30:00 PM,4.102,0.0,,,,,
425,12.02.22 11:40:00 PM,3.578,0.0,,,,,
426,12.02.22 11:50:00 PM,3.155,0.0,,,,,
427,12.03.22 12:00:00 AM,2.624,0.0,,,,,
428,12.03.22 12:10:00 AM,2.410,0.0,,,,,
429,12.03.22 12:20:00 AM,2.303,0.0,,,,,
430,12.03.22 12:30:00 AM,2.088,0.0,,,,,
431,12.03.22 12:40:00 AM,1.980,0.0,,,,,
432,12.03.22 12:50:00 AM,1.764,0.0,,,,,
433,12.03.22 01:00:00 AM,1.656,0.0,,,,,
434,12.03.22 01:10:00 AM,1.548,0.0,,,,,
435,12.03.22 01:20:00 AM,1.548,0.0,,,,,
436,12.03.22 01:30:00 AM,1.764,0.0,,,,,
437,12.03.22 01:40:00 AM,1.872,0.0,,,,,
438,12.03.22 01:50:00 AM,1.980,0.0,,,,,
439,12.03.22 02:00:00 AM,2.088,0.0,,,,,
440,12.03.22 02:10:00 AM,1.764,0.0,,,,,
441,12.03.22 02:20:00 AM,1.656,0.0,,,,,
442,12.03.22 02:30:00 AM,1.548,0.0,,,,,
443,12.03.22 02:40:00 AM,1.439,0.0,,,,,
444,12.03.22 02:50:00 AM,1.548,0.0,,,,,
445,12.03.22 03:00:00 AM,1.330,0.0,,,,,
446,12.03.22 03:10:00 AM,1.003,0.0,Protokolliert,,,,
447,12.03.22 03:20:00 AM,0.893,0.0,,,,,
448,12.03.22 03:30:00 AM,0.893,0.0,,,,,
449,12.03.22 03:40:00 AM,1.112,0.0,,,,,
